label,text
real,"Network Engineer — Kandy. Experience with React, Next.js and TypeScript. Salary: Rs 150000 - Rs 380000 (based on experience). HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Flexible hours, EPF/ETF and transport allowance. Email your CV to recruitment@mas.lk with subject 'Network Engineer - Kandy'"
fake,Contact via WhatsApp only +94795676341. Make Rs 10000 per hour no experience needed. Training fee Rs 3500 mandatory for onboarding. No resume required
fake,Contact via WhatsApp only +94743704008. Training happens on WhatsApp group. Training fee Rs 1000 mandatory for onboarding
fake,Contact via WhatsApp only +94712783409. Immediate joining today only. Security deposit Rs 5000 required to activate your ID
fake,Training  fee  Rs  500  mandatory  for  onboarding.  Training  happens  on  WhatsApp  group.  Make  Rs  5000  per  hour  no  experience  needed.  Immediate  joining  today  only.  Join  now:  https://tinyurl.com/mtb6t9b
fake,DM US ON TELEGRAM @GLWVLAVB TO PROCEED. FILL THE FORM: HTTPS://BIT.LY/WHMXQR. IMMEDIATE JOINING TODAY ONLY. PAYMENT VIA USDT OR BITCOIN ONLY. SECURITY DEPOSIT RS 1500 REQUIRED TO ACTIVATE YOUR ID
fake,Payment via USDT or Bitcoin only. Guaranteed income Rs 10000 weekly. Register now: https://is.gd/z2nd492t
real,"DevOps Engineer — Kandy. Experience with React, Next.js and TypeScript. HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Submit application through our ATS: https://careers.oceanic.com/jobs/2546"
real,"Software Engineer — Galle. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 150000 - Rs 220000 (based on experience). BSc in Information Systems or related field. Design, implement and maintain scalable services. Flexible hours, EPF/ETF and transport allowance. Email your CV to recruitment@acme.lk with subject 'Software Engineer - Galle'"
real,"Data Analyst — Remote. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Professional certifications are a plus (AWS, CCNA, PMP). Design, implement and maintain scalable services. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.mas.lk/jobs/7060"
real,"Accountant — Galle. Experience with React, Next.js and TypeScript. BSc in Computer Science or equivalent experience. Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Apply via company website: https://careers.fintek.co/jobs/1708"
real,"Network Engineer — Kurunegala. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 150000 - Rs 220000 (based on experience). BSc in Information Systems or related field. Design, implement and maintain scalable services. Competitive salary and health insurance. Apply via company website: https://careers.acme.lk/jobs/7655"
fake,PAY RS 1500 REGISTRATION FEE TO START WORK FROM HOME. SEND NIC PHOTO AND BANK OTP FOR VERIFICATION. MESSAGE ON MESSENGER ONLY. NO INTERVIEW REQUIRED. FILL THE FORM: HTTPS://IS.GD/Q7QH96
real,"DevOps Engineer — Kandy. Experience with React, Next.js and TypeScript. Salary: Rs 200000 - Rs 280000 (based on experience). HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Competitive salary and health insurance. Email your CV to recruitment@fintek.co with subject 'DevOps Engineer - Kandy'"
real,"Operations Manager — Remote. Familiar with Figma, design systems and accessibility. BSc in Information Systems or related field. Maintain network infrastructure and documentation. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.oceanic.com/jobs/5661"
fake,Guaranteed income Rs 7500 weekly. Training fee Rs 3500 mandatory for onboarding. Join now: https://short.gy/b6mxz1y. Send NIC photo and bank OTP for verification
fake,Immediate joining today only. Pay Rs 2500 registration fee to start work from home. Message on Messenger only. Payment via USDT or Bitcoin only
real,"DevOps Engineer — Kandy. Knowledge of Linux, Docker and CI/CD pipelines. Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Competitive salary and health insurance. Submit application through our ATS: https://careers.oceanic.com/jobs/6802"
real,"Software Engineer — Kurunegala. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Professional certifications are a plus (AWS, CCNA, PMP). Analyze datasets and produce actionable insights. Competitive salary and health insurance. Email your CV to talent@mas.lk with subject 'Software Engineer - Kurunegala'"
real,"Frontend Developer — Kandy. Strong in Python, SQL and data visualization (Power BI/Tableau). HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Career growth and mentorship programs. Apply via company website: https://careers.fintek.co/jobs/4995"
real,"UX Designer — Galle. Familiar with Figma, design systems and accessibility. Salary: Rs 250000 - Rs 380000 (based on experience). HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Email your CV to hr@techwave.io with subject 'UX Designer - Galle'"
fake,GUARANTEED INCOME RS 2500 WEEKLY. NO INTERVIEW REQUIRED. CHAT ON WHATSAPP +94754080329 NOW TO CLAIM YOUR SPOT. PROCESSING FEE OF RS 500 REFUNDABLE AFTER FIRST MONTH
fake,No interview required. Processing fee of Rs 3500 refundable after first month. Fill the form: https://bit.ly/nwnguczh9
fake,Message on Messenger only. Training fee Rs 500 mandatory for onboarding. Rs 15000 for liking and commenting posts. Immediate joining today only
fake,Join now: https://bit.ly/zbl5kzhcmz. Contact via WhatsApp only +94786747374. Send NIC photo and bank OTP for verification. Immediate joining today only. Training fee Rs 1500 mandatory for onboarding
real,"Frontend Developer — Remote. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 250000 - Rs 220000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Analyze datasets and produce actionable insights. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.fintek.co/jobs/7814"
fake,No interview required. Fill the form: https://short.gy/ngmjnn3n. Contact via WhatsApp only +94726326967
fake,Security  deposit  Rs  5000  required  to  activate  your  ID.  Rs  5000  for  liking  and  commenting  posts.  Training  happens  on  WhatsApp  group.  DM  us  on  Telegram  @bidofjwl  to  proceed
real,"Frontend Developer — Remote. Experience with React, Next.js and TypeScript. Salary: Rs 120000 - Rs 320000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Design, implement and maintain scalable services. Competitive salary and health insurance. Submit application through our ATS: https://careers.oceanic.com/jobs/5620"
fake,Use your own money to buy starter kit. Earn Rs 20000/day for simple copy paste work. Pay Rs 7500 registration fee to start work from home. Immediate joining today only
real,"Network Engineer — Kurunegala. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 250000 - Rs 380000 (based on experience). BSc in Information Systems or related field. Analyze datasets and produce actionable insights. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.oceanic.com/jobs/6840"
fake,TRAINING HAPPENS ON WHATSAPP GROUP. CHAT ON WHATSAPP +94767864109 NOW TO CLAIM YOUR SPOT. TRAINING FEE RS 500 MANDATORY FOR ONBOARDING
real,"Software Engineer — Kurunegala. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 120000 - Rs 280000 (based on experience). BSc in Computer Science or equivalent experience. Conduct usability tests and iterate on feedback. Flexible hours, EPF/ETF and transport allowance. Email your CV to talent@techwave.io with subject 'Software Engineer - Kurunegala'"
fake,Contact via WhatsApp only +94776718505. Guaranteed income Rs 50000 weekly. Limited seats hurry up. Training happens on WhatsApp group
fake,DM us on Telegram @ryrgvzpw to proceed. Immediate joining today only. Guaranteed income Rs 5000 weekly. Send NIC photo and bank OTP for verification
real,"Data Analyst — Hybrid-Colombo. Experience with React, Next.js and TypeScript. Salary: Rs 120000 - Rs 280000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Responsibilities include collaborating with cross-functional teams. Competitive salary and health insurance. Email your CV to jobs@acme.lk with subject 'Data Analyst - Hybrid-Colombo'"
fake,No interview required. Training happens on WhatsApp group. Processing fee of Rs 2500 refundable after first month. Earn Rs 10000/day for simple copy paste work. DM us on Telegram @umqvlwxi to proceed
fake,Message on Messenger only. Limited seats hurry up. Apply here: https://short.gy/5mgc3ecta. Rs 10000 for liking and commenting posts. Security deposit Rs 7500 required to activate your ID
fake,Limited seats hurry up. Use your own money to buy starter kit. Chat on WhatsApp +94709219015 now to claim your spot
fake,USE YOUR OWN MONEY TO BUY STARTER KIT. SECURITY DEPOSIT RS 5000 REQUIRED TO ACTIVATE YOUR ID. CONTACT VIA WHATSAPP ONLY +94742806491. GUARANTEED INCOME RS 7500 WEEKLY. APPLY HERE: HTTPS://TINYURL.COM/2AHN11
real,"UX Designer — Hybrid-Colombo. Experience with React, Next.js and TypeScript. Salary: Rs 120000 - Rs 280000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Design, implement and maintain scalable services. Competitive salary and health insurance. Apply via company website: https://careers.mas.lk/jobs/9818"
real,"Network Engineer — Kandy. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Computer Science or equivalent experience. Conduct usability tests and iterate on feedback. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.fintek.co/jobs/8165"
real,"UX Designer — Kandy. Familiar with Figma, design systems and accessibility. Salary: Rs 250000 - Rs 320000 (based on experience). BSc in Computer Science or equivalent experience. Maintain network infrastructure and documentation. Competitive salary and health insurance. Submit application through our ATS: https://careers.acme.lk/jobs/3804"
fake,Send NIC photo and bank OTP for verification. Contact via WhatsApp only +94700470578. Guaranteed income Rs 15000 weekly. Immediate joining today only. Processing fee of Rs 2500 refundable after first month
fake,Earn Rs 50000/day for simple copy paste work. Join now: https://tinyurl.com/175m4u5. Limited seats hurry up. Security deposit Rs 2500 required to activate your ID
fake,Contact via WhatsApp only +94703493288. Fill the form: https://t.co/rko0z8hm3. Earn Rs 5000/day for simple copy paste work
fake,Message on Messenger only. Rs 7500 for liking and commenting posts. Pay Rs 2500 registration fee to start work from home
real,"Network Engineer — Colombo. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 200000 - Rs 380000 (based on experience). HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Flexible hours, EPF/ETF and transport allowance. Email your CV to talent@acme.lk with subject 'Network Engineer - Colombo'"
fake,CHAT ON WHATSAPP +94772148284 NOW TO CLAIM YOUR SPOT. RS 5000 FOR LIKING AND COMMENTING POSTS. PAY RS 500 REGISTRATION FEE TO START WORK FROM HOME. LIMITED SEATS HURRY UP
real,"Frontend Developer — Kandy. Experience with React, Next.js and TypeScript. Salary: Rs 200000 - Rs 380000 (based on experience). HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.fintek.co/jobs/5964"
real,"Data Analyst — Colombo. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 200000 - Rs 320000 (based on experience). HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Apply via company website: https://careers.techwave.io/jobs/2231"
